Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD,Producer_Price(USD/tonne)
2010,France,Ile-de-France,Barley,29.45,1831.97,5.3,3.8,10,20.26,0.72,49.91,99.65,Water Management,648.96,203.5
1998,USA,West,Wheat,14.7,2255.65,11.61,4.15,0,25.58,5.0,2.91,83.13,Water Management,972.84,97.0
1998,USA,West,Wheat,14.7,2255.65,11.61,4.15,0,25.58,5.0,2.91,83.13,Water Management,972.84,97.0
1998,USA,West,Wheat,14.7,2255.65,11.61,4.15,0,25.58,5.0,2.91,83.13,Water Management,972.84,97.0
1991,USA,Midwest,Rice,23.62,653.82,7.01,3.13,0,55.74,38.81,29.25,79.86,Crop Rotation,1334.81,167.0
1991,USA,Midwest,Rice,23.62,653.82,7.01,3.13,0,55.74,38.81,29.25,79.86,Crop Rotation,1334.81,167.0
1991,USA,Midwest,Rice,23.62,653.82,7.01,3.13,0,55.74,38.81,29.25,79.86,Crop Rotation,1334.81,167.0
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,346.1
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,321.9
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,317.5
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,317.5
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,317.5
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,330.7
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,330.7
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,321.9
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,339.5
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,313.1
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,313.1
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,326.3
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,350.5
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,346.1
2021,USA,West,Rice,24.31,1451.72,13.68,0.82,6,19.02,40.69,35.33,63.28,Drought-resistant Crops,178.21,346.1
1991,India,Tamil Nadu,Rice,-0.43,2446.45,20.86,1.125,4,19.32,41.25,0.65,88.14,No Adaptation,300.21,3648.0
1991,India,Tamil Nadu,Rice,-0.43,2446.45,20.86,1.125,4,19.32,41.25,0.65,88.14,No Adaptation,300.21,3648.0
1991,India,Tamil Nadu,Rice,-0.43,2446.45,20.86,1.125,4,19.32,41.25,0.65,88.14,No Adaptation,300.21,160.4
1999,India,Maharashtra,Barley,8.64,1782.71,28.13,1.89,3,65.82,17.28,98.62,71.67,Water Management,254.85,5446.0
1999,India,Maharashtra,Barley,8.64,1782.71,28.13,1.89,3,65.82,17.28,98.62,71.67,Water Management,254.85,5446.0
1999,India,Maharashtra,Barley,8.64,1782.71,28.13,1.89,3,65.82,17.28,98.62,71.67,Water Management,254.85,126.5
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,175.5
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,174.7
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,172.2
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,167.3
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,176.5
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,173.6
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,164.5
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,170.0
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,167.9
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,173.7
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,184.8
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,191.4
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,189.3
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,175.5
2020,France,Provence-Alpes-Cote d’Azur,Wheat,3.68,2343.32,12.98,1.81,8,55.82,34.01,61.78,57.03,No Adaptation,792.58,200.4
2013,Brazil,Southeast,Rice,15.33,631.42,27.03,3.5370000000000004,4,45.63,8.47,7.95,41.91,Drought-resistant Crops,1238.4,779.2
2013,Brazil,Southeast,Rice,15.33,631.42,27.03,3.5370000000000004,4,45.63,8.47,7.95,41.91,Drought-resistant Crops,1238.4,779.2
2013,Brazil,Southeast,Rice,15.33,631.42,27.03,3.5370000000000004,4,45.63,8.47,7.95,41.91,Drought-resistant Crops,1238.4,361.4
1993,USA,Midwest,Rice,19.63,202.45,17.3,4.464,9,34.58,49.07,6.44,88.18,Water Management,1421.82,176.0
1993,USA,Midwest,Rice,19.63,202.45,17.3,4.464,9,34.58,49.07,6.44,88.18,Water Management,1421.82,176.0
1993,USA,Midwest,Rice,19.63,202.45,17.3,4.464,9,34.58,49.07,6.44,88.18,Water Management,1421.82,176.0
2000,China,Central,Wheat,25.97,2309.81,26.58,3.3480000000000003,3,21.38,19.4,26.86,87.2,Drought-resistant Crops,870.42,979.0
2000,China,Central,Wheat,25.97,2309.81,26.58,3.3480000000000003,3,21.38,19.4,26.86,87.2,Drought-resistant Crops,870.42,979.0
2000,China,Central,Wheat,25.97,2309.81,26.58,3.3480000000000003,3,21.38,19.4,26.86,87.2,Drought-resistant Crops,870.42,118.3
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,9757.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,9426.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,10595.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,11297.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,12166.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,10661.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,10509.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,11114.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,10367.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,10677.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,8960.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,9170.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,9210.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,9757.0
2011,Russia,Volga,Rice,-2.21,497.79,14.51,1.071,6,22.04,15.53,88.89,42.81,Crop Rotation,335.84,332.1
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,186.9
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,182.0
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,179.0
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,171.0
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,188.0
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,180.0
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,175.0
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,175.0
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,168.0
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,168.0
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,193.0
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,186.0
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,206.0
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,186.9
2014,Canada,Ontario,Barley,-0.75,1301.9,0.68,1.88,0,82.73,35.62,84.17,92.09,Drought-resistant Crops,197.96,169.2
1993,India,Maharashtra,Wheat,25.3,1887.02,11.23,3.13,7,83.46,31.79,59.05,81.58,No Adaptation,907.44,4091.0
1993,India,Maharashtra,Wheat,25.3,1887.02,11.23,3.13,7,83.46,31.79,59.05,81.58,No Adaptation,907.44,4091.0
1993,India,Maharashtra,Wheat,25.3,1887.02,11.23,3.13,7,83.46,31.79,59.05,81.58,No Adaptation,907.44,134.2
2009,USA,Northeast,Barley,16.28,508.32,13.75,4.08,6,75.12,38.22,37.7,81.14,Drought-resistant Crops,459.3,214.0
2009,USA,Northeast,Barley,16.28,508.32,13.75,4.08,6,75.12,38.22,37.7,81.14,Drought-resistant Crops,459.3,214.0
2009,USA,Northeast,Barley,16.28,508.32,13.75,4.08,6,75.12,38.22,37.7,81.14,Drought-resistant Crops,459.3,214.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,284.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,240.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,223.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,223.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,223.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,225.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,225.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,238.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,249.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,256.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,262.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,282.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,271.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,284.0
2017,USA,Northeast,Rice,-3.08,1663.81,2.6,0.8,5,66.16,2.1,26.88,95.06,No Adaptation,387.79,284.0
2006,Brazil,North,Rice,26.37,1568.2,9.46,1.97,10,74.67,9.52,84.55,45.76,Water Management,765.73,454.2
2006,Brazil,North,Rice,26.37,1568.2,9.46,1.97,10,74.67,9.52,84.55,45.76,Water Management,765.73,454.2
2006,Brazil,North,Rice,26.37,1568.2,9.46,1.97,10,74.67,9.52,84.55,45.76,Water Management,765.73,208.8
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,16406.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,16245.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,16089.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,16127.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,15668.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,16503.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,17417.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,17186.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,17293.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,16243.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,16524.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,15623.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,16780.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,16406.0
2018,Russia,Siberian,Rice,7.27,588.9,24.41,1.998,5,73.02,43.77,25.42,57.67,Water Management,764.51,261.8
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,266.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,246.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,273.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,277.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,294.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,300.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,272.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,261.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,279.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,277.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,267.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,268.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,265.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,266.0
2011,USA,Northeast,Wheat,24.09,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Drought-resistant Crops,568.08,266.0
2010,Argentina,Pampas,Rice,27.18,2413.2,8.16,3.19,6,82.61,41.93,45.94,43.5,Drought-resistant Crops,1326.87,1027.0
2010,Argentina,Pampas,Rice,27.18,2413.2,8.16,3.19,6,82.61,41.93,45.94,43.5,Drought-resistant Crops,1326.87,1027.0
2010,Argentina,Pampas,Rice,27.18,2413.2,8.16,3.19,6,82.61,41.93,45.94,43.5,Drought-resistant Crops,1326.87,263.6
2011,France,Provence-Alpes-Cote d’Azur,Barley,31.25,1568.45,23.35,2.475,4,70.4,40.56,9.82,32.68,Water Management,994.99,183.9
2011,France,Provence-Alpes-Cote d’Azur,Barley,31.25,1568.45,23.35,2.475,4,70.4,40.56,9.82,32.68,Water Management,994.99,183.9
2011,France,Provence-Alpes-Cote d’Azur,Barley,31.25,1568.45,23.35,2.475,4,70.4,40.56,9.82,32.68,Water Management,994.99,256.0
2000,India,Maharashtra,Barley,15.67,2611.9,25.73,2.853,1,83.24,34.48,26.28,79.49,Water Management,1154.63,5250.0
2000,India,Maharashtra,Barley,15.67,2611.9,25.73,2.853,1,83.24,34.48,26.28,79.49,Water Management,1154.63,5250.0
2000,India,Maharashtra,Barley,15.67,2611.9,25.73,2.853,1,83.24,34.48,26.28,79.49,Water Management,1154.63,116.8
1994,Canada,Quebec,Wheat,30.26,1821.22,26.74,3.15,3,55.66,3.08,49.82,47.65,Crop Rotation,1519.87,91.0
1994,Canada,Quebec,Wheat,30.26,1821.22,26.74,3.15,3,55.66,3.08,49.82,47.65,Crop Rotation,1519.87,91.0
1994,Canada,Quebec,Wheat,30.26,1821.22,26.74,3.15,3,55.66,3.08,49.82,47.65,Crop Rotation,1519.87,66.6
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,12770.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,10438.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,12550.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,12553.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,14806.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,15432.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,15263.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,15286.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,14973.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,13885.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,12206.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,12374.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,13452.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,12770.0
2014,Russia,Central,Rice,-0.09,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Drought-resistant Crops,329.85,332.7
1996,USA,Northeast,Barley,9.42,2021.87,11.44,0.82,8,76.85,43.18,24.06,30.85,Organic Farming,118.89,141.0
1996,USA,Northeast,Barley,9.42,2021.87,11.44,0.82,8,76.85,43.18,24.06,30.85,Organic Farming,118.89,141.0
1996,USA,Northeast,Barley,9.42,2021.87,11.44,0.82,8,76.85,43.18,24.06,30.85,Organic Farming,118.89,141.0
1992,Argentina,Northeast,Barley,22.83,551.91,1.16,3.58,2,77.48,8.81,59.59,45.51,Drought-resistant Crops,1209.51,72.0
1992,Argentina,Northeast,Barley,22.83,551.91,1.16,3.58,2,77.48,8.81,59.59,45.51,Drought-resistant Crops,1209.51,72.0
1992,Argentina,Northeast,Barley,22.83,551.91,1.16,3.58,2,77.48,8.81,59.59,45.51,Drought-resistant Crops,1209.51,72.7
1994,India,West Bengal,Wheat,17.12,1281.54,11.75,3.46,9,79.41,13.57,2.4,90.57,Drought-resistant Crops,1490.34,4250.0
1994,India,West Bengal,Wheat,17.12,1281.54,11.75,3.46,9,79.41,13.57,2.4,90.57,Drought-resistant Crops,1490.34,4250.0
1994,India,West Bengal,Wheat,17.12,1281.54,11.75,3.46,9,79.41,13.57,2.4,90.57,Drought-resistant Crops,1490.34,135.5
1996,India,Punjab,Barley,30.32,2791.25,25.9,2.934,10,78.78,33.65,45.58,61.64,Organic Farming,570.95,4850.0
1996,India,Punjab,Barley,30.32,2791.25,25.9,2.934,10,78.78,33.65,45.58,61.64,Organic Farming,570.95,4850.0
1996,India,Punjab,Barley,30.32,2791.25,25.9,2.934,10,78.78,33.65,45.58,61.64,Organic Farming,570.95,136.9
2006,Nigeria,North Central,Wheat,21.23,1850.29,3.06,2.24,4,90.16,20.82,67.97,90.84,Organic Farming,757.09,53856.0
2006,Nigeria,North Central,Wheat,21.23,1850.29,3.06,2.24,4,90.16,20.82,67.97,90.84,Organic Farming,757.09,53856.0
2006,Nigeria,North Central,Wheat,21.23,1850.29,3.06,2.24,4,90.16,20.82,67.97,90.84,Organic Farming,757.09,418.6
2005,Australia,Queensland,Rice,34.24,2714.07,11.55,2.53,1,90.58,4.41,73.63,33.01,Drought-resistant Crops,1084.42,297.0
2005,Australia,Queensland,Rice,34.24,2714.07,11.55,2.53,1,90.58,4.41,73.63,33.01,Drought-resistant Crops,1084.42,297.0
2005,Australia,Queensland,Rice,34.24,2714.07,11.55,2.53,1,90.58,4.41,73.63,33.01,Drought-resistant Crops,1084.42,226.8
1996,USA,Midwest,Wheat,28.83,2169.27,12.49,1.2,5,37.04,28.09,47.48,60.82,Drought-resistant Crops,578.25,175.0
1996,USA,Midwest,Wheat,28.83,2169.27,12.49,1.2,5,37.04,28.09,47.48,60.82,Drought-resistant Crops,578.25,175.0
1996,USA,Midwest,Wheat,28.83,2169.27,12.49,1.2,5,37.04,28.09,47.48,60.82,Drought-resistant Crops,578.25,175.0
1997,USA,West,Barley,29.93,2897.61,9.29,3.82,0,29.47,1.19,91.47,81.06,Drought-resistant Crops,1249.37,109.0
1997,USA,West,Barley,29.93,2897.61,9.29,3.82,0,29.47,1.19,91.47,81.06,Drought-resistant Crops,1249.37,109.0
1997,USA,West,Barley,29.93,2897.61,9.29,3.82,0,29.47,1.19,91.47,81.06,Drought-resistant Crops,1249.37,109.0
2003,Canada,British Columbia,Barley,2.89,1184.27,22.96,0.972,6,81.21,4.47,93.81,79.62,Drought-resistant Crops,430.0,131.0
2003,Canada,British Columbia,Barley,2.89,1184.27,22.96,0.972,6,81.21,4.47,93.81,79.62,Drought-resistant Crops,430.0,131.0
2003,Canada,British Columbia,Barley,2.89,1184.27,22.96,0.972,6,81.21,4.47,93.81,79.62,Drought-resistant Crops,430.0,93.5
2008,France,Ile-de-France,Rice,-2.05,2853.78,9.41,0.62,7,11.73,3.84,69.61,40.15,No Adaptation,210.42,293.2
2008,France,Ile-de-France,Rice,-2.05,2853.78,9.41,0.62,7,11.73,3.84,69.61,40.15,No Adaptation,210.42,293.2
2008,France,Ile-de-France,Rice,-2.05,2853.78,9.41,0.62,7,11.73,3.84,69.61,40.15,No Adaptation,210.42,429.5
2016,China,South,Rice,4.31,1241.16,7.66,1.2,7,79.38,35.97,16.56,95.94,Crop Rotation,309.37,3720.0
2016,China,South,Rice,4.31,1241.16,7.66,1.2,7,79.38,35.97,16.56,95.94,Crop Rotation,309.37,3744.0
2016,China,South,Rice,4.31,1241.16,7.66,1.2,7,79.38,35.97,16.56,95.94,Crop Rotation,309.37,3744.0
2016,China,South,Rice,4.31,1241.16,7.66,1.2,7,79.38,35.97,16.56,95.94,Crop Rotation,309.37,3690.0
2016,China,South,Rice,4.31,1241.16,7.66,1.2,7,79.38,35.97,16.56,95.94,Crop Rotation,309.37,3708.0
2016,China,South,Rice,4.31,1241.16,7.66,1.2,7,79.38,35.97,16.56,95.94,Crop Rotation,309.37,3690.0
2016,China,South,Rice,4.31,1241.16,7.66,1.2,7,79.38,35.97,16.56,95.94,Crop Rotation,309.37,3690.0
2016,China,South,Rice,4.31,1241.16,7.66,1.2,7,79.38,35.97,16.56,95.94,Crop Rotation,309.37,3708.0
2016,China,South,Rice,4.31,1241.16,7.66,1.2,7,79.38,35.97,16.56,95.94,Crop Rotation,309.37,3708.0
